date,consensus,RKI,SDSC,ETH,Ilmenau,epiforecasts,globalrt,rtlive
2020-08-03,1.1207909191135308,1.170380527939664,1.1386757803365983,1.1402480604730916,1.1207120250474676,1.1487663349866888,1.1888193913433958,1.021
2020-08-04,1.1303719236347685,1.1558891454965359,1.1404187120118372,1.1482086075270101,1.1302956130395654,1.1539356202605737,1.1987700533585974,1.019
2020-08-05,1.166417454320607,1.1345483359746433,1.1419776324138458,1.1546365711408297,1.1663448386706032,1.1600175505752905,1.2008356048593192,1.012
2020-08-06,1.1687075417320574,1.1419630590749503,1.1436575559424729,1.1581377665318626,1.1686380068273712,1.1663924629823383,1.171557612286675,1.009
2020-08-07,1.1732053730733727,1.1420620972466315,1.1445556697347334,1.1586859323100442,1.1731389472430853,1.1710613783992523,1.1412970124175867,1.006
2020-08-08,1.1285149887395296,1.1601255886970172,1.143709497729191,1.1569808486176472,1.1284501030433576,1.1755979915503634,1.129730035817577,1.006
2020-08-09,1.1165558463383214,1.1845229780695627,1.14092846537891,1.153153684739384,1.1164926755905202,1.178574536972964,1.1562058876899988,1.002
2020-08-10,1.14904818199322,1.1693623847079266,1.1364630781233553,1.1477747377323784,1.1489876263097687,1.1813415484117575,1.1852265576035752,1
2020-08-11,1.1523432008215413,1.147345473198256,1.1305129331545671,1.1414107675700247,1.152284911705938,1.1811474941966449,1.1533783766720864,1.002
2020-08-12,1.1332176640215705,1.1161274449501783,1.1227232895368742,1.1338095402470973,1.133161105532505,1.1762818534090014,1.111766905649491,0.998
2020-08-13,1.1120623081064849,1.0715801886792453,1.1127946939302664,1.124566585512117,1.1120070799033839,1.168867300893147,1.07911836215123,0.996
2020-08-14,1.1167539000835538,1.0557841792409695,1.1003512135266738,1.1132969066445069,1.116700264833531,1.1576297047459891,1.0666040906302594,0.998
2020-08-15,1.105024304643471,1.0295070973510674,1.0859863252931854,1.0999293008133062,1.1049718833013258,1.1430484575104987,1.050520274853357,0.999
2020-08-16,1.0852170023455228,0.9914030640361512,1.0700505183341005,1.0851339314213442,1.0851654635365917,1.1250628270881218,1.0436771323986676,1
2020-08-17,1.0500261909467847,0.9718278859909761,1.0534665057628732,1.0693426780423863,1.049974898129564,1.1045108598991025,1.024318659267023,1.003
2020-08-18,1.0332017926190922,0.9465136422693807,1.036770614453292,1.05274058939583,1.033150676391286,1.0837107193812459,0.9976011204701136,1.005
2020-08-19,1.011679468653459,0.948214091846705,1.0205665912846054,1.035673636243211,1.011628176638277,1.0603099735689794,0.9677875594986922,1.006
2020-08-20,1.001535041873508,0.9724291272929405,1.0053396782865638,1.0188382416557196,1.0014835645547429,1.035973385828342,0.9528881081075248,1.009
2020-08-21,0.971728959606781,0.9759936587022987,0.9918484356577144,1.0033096393262557,0.9716767295638722,1.01371114082417,0.9507768020124312,1.016
2020-08-22,0.9693624342600105,0.975177304964539,0.9805493199690102,0.9897232804502358,0.9693096667098331,0.9917048062154501,0.9658196059774252,1.018
2020-08-23,0.9766507358486289,0.9848866498740554,0.972373210591449,0.9788824170040344,0.9765975947336266,0.9730827465173071,0.984428986653402,1.022
2020-08-24,0.9565249645704778,0.9810220647078999,0.967993535320876,0.971157026927506,0.9564709911737684,0.9565886463182878,0.97865202545481,1.024
2020-08-25,0.9493973547571914,0.9778396565726882,0.967773719906629,0.9665757682281829,0.9493425760262377,0.945677045006635,0.9822841987477354,1.03
2020-08-26,0.9391898980734105,0.9726686217008798,0.9717324947409937,0.965812845376895,0.9391340918378509,0.9383114922539137,0.9867511689782766,1.031
2020-08-27,0.9534643280884457,0.9564054870960241,0.9791263594677343,0.9691682276141422,0.953407927450162,0.936119119382045,1.022258410066959,1.038
2020-08-28,0.9800118047960967,0.976576156625102,0.9891613349171724,0.9760077871246979,0.979955329668774,0.9363105828647076,1.0538693178976752,1.043
2020-08-29,1.0185152805884041,1.0097294731846227,1.000872000539059,0.9855427330307192,1.0184594869472243,0.9432194809354977,1.0804279792644709,1.046
2020-08-30,1.017116640397261,1.0311143270622287,1.0132532693153842,0.9965105737852494,1.0170611784572239,0.9527685752391881,1.0824963552672744,1.054
2020-08-31,1.0374670611062806,1.0562781086665856,1.0249428268053642,1.0084110346583828,1.0374124458347531,0.9661062424412193,1.0782167852742386,1.053
2020-09-01,1.0334062404977196,1.060381861575179,1.0349372272078055,1.0211384167287973,1.0333521089379032,0.9829929252231032,1.0524101439267532,1.06
2020-09-02,1.0638331636348117,1.0769682726204466,1.043115430419095,1.0336234417880783,1.0637802715104865,1.0017422571779426,1.0555387568113632,1.066
2020-09-03,1.0537979606447974,1.0985964912280701,1.0507526190327974,1.0454443283085568,1.0537457305517188,1.02274527162993,1.0546017859177643,1.068
2020-09-04,1.0565290071913709,1.0922899884925201,1.059359697670452,1.0568819772113658,1.0564776206508482,1.0435401918675324,1.0845070897979898,1.071
2020-09-05,1.0545270188242546,1.0984695025883413,1.0692172162424007,1.067730373488215,1.0544763288484997,1.063812821025905,1.116643949920289,1.074
2020-09-06,1.0589760672316006,1.1055100927441353,1.0797841113247946,1.0774834223201617,1.0589261834849124,1.0819964804090563,1.1397691027263264,1.082
2020-09-07,1.0511022176337208,1.1177472585968273,1.0902504308895338,1.0851935447034766,1.051052906166644,1.097981301515655,1.149372259956789,1.084
2020-09-08,1.1034236406021893,1.146228402865571,1.099467911569261,1.0905556786218946,1.1033760820914784,1.1118054005101743,1.1695508118992826,1.087
2020-09-09,1.1195134379835348,1.1427107878291158,1.1064291048238957,1.093834980980205,1.1194674539483072,1.1218639073306753,1.1487925762720177,1.097
2020-09-10,1.1610776123455968,1.153474141334386,1.1095130175763803,1.0944768597826406,1.1610339249643946,1.127593390023811,1.13224325479364,1.099
2020-09-11,1.1627033088982615,1.1496332984093722,1.1072713282513118,1.092439750512071,1.1626614562052897,1.1296671638721296,1.101223575866494,1.104
2020-09-12,1.1279530669562703,1.135845588235294,1.100367733777517,1.0886835489232887,1.127912335259423,1.1295144036399842,1.0724116417443013,1.112
2020-09-13,1.0854628080205486,1.116370808678501,1.0901427487788122,1.083874972596027,1.0854226285498099,1.1261701197688037,1.0549468406306437,1.115
2020-09-14,1.0783434643949574,1.0709335158723368,1.0784649089668619,1.0787076025686542,1.0783039619473886,1.1182855746045337,1.0443216985315624,1.12
2020-09-15,1.041944495765732,1.0338856669428336,1.0677636267069306,1.0737548087303133,1.0419050571249986,1.108702671235375,1.033760368230247,1.126
2020-09-16,1.035290420871574,1.0141608674542806,1.0595630500591606,1.069548050600878,1.0352512174416193,1.0992002516053843,1.050212459854639,1.135
2020-09-17,1.0313155388731408,1.0118856408609058,1.05466190105051,1.0667472427445819,1.0312765212829929,1.088179573260351,1.076942406436141,1.142
2020-09-18,1.0353822497432692,1.0218120805369129,1.053361911369218,1.0650072973826674,1.035343551351085,1.0769399456902136,1.0950171718291877,1.147
2020-09-19,1.05825755191823,1.0403077169645003,1.0550654833375492,1.0638650979901791,1.0582195421629135,1.0677813869415778,1.1076715153019334,1.155
2020-09-20,1.0577857922886695,1.0636719061677171,1.059358664551194,1.0636821907562666,1.0577483239709795,1.0602545420734657,1.1011317801437188,1.161
2020-09-21,1.0553165825449895,1.093968253968254,1.0657914136302082,1.0648079101531889,1.0552796384432306,1.0558688119434616,1.093245677050951,1.174
2020-09-22,1.0663469537020158,1.1112674955039488,1.0734587943827982,1.0674180603129868,1.066310698438018,1.0533026372996384,1.0930267636683153,1.183
2020-09-23,1.08574660314201,1.1158527191495917,1.082311279195186,1.0717765634915013,1.0857112553043005,1.055053246349602,1.1172834001967962,1.194
2020-09-24,1.0993529618795688,1.122121371239967,1.0931612051053978,1.0786257309381417,1.099318599716854,1.0599530201450889,1.1464941017478756,1.204
2020-09-25,1.1145585682112251,1.1296430644225188,1.1070589020908466,1.0888505408934226,1.1145253170609108,1.0692465419243042,1.169649088330932,1.208
2020-09-26,1.1098804802816211,1.1451590205460174,1.1233165240984502,1.1023661207079343,1.1098481381821172,1.0830686254085413,1.1903836913573869,1.217
2020-09-27,1.0979727106757795,1.1882507248377745,1.1417289129179713,1.1193633241354968,1.0979411095516798,1.0990581082647626,1.2081977390271703,1.225
2020-09-28,1.1107860437828097,1.2318336787218398,1.1620822973691947,1.13994914864998,1.110755389865981,1.1189382589558925,1.24569099706178,1.227
2020-09-29,1.1729589976098278,1.275255282255475,1.1841223531013585,1.1628887250181603,1.1729300130570917,1.1404028571076117,1.2963379668257091,1.229
2020-09-30,1.2305876462714458,1.3132411674347158,1.2063204272149215,1.1867606563434192,1.2305606587614786,1.1644980897682131,1.3142205079210365,1.241
2020-10-01,1.26117867158019,1.3633300412478941,1.2261497397758399,1.2095845407258385,1.2611536374643277,1.1913343497687303,1.3111529934278376,1.246
2020-10-02,1.2951751728457535,1.3835133228414827,1.2416174188742246,1.2294685319757308,1.2951521726667663,1.2173303983557129,1.308905831323104,1.253
2020-10-03,1.2692695450845113,1.3910459787480485,1.2532970096625562,1.24633811317237,1.269247954397958,1.241429459418843,1.2906488967857277,1.254
2020-10-04,1.2375324136361037,1.3845973892294017,1.2616134444785885,1.2599085108936607,1.2375119546670004,1.2647587727242562,1.285776241665482,1.254
2020-10-05,1.2466120857567649,1.346529168619764,1.2670948077072146,1.2701110342470014,1.246592886580391,1.2859137416215076,1.291772930655411,1.258
2020-10-06,1.2478898742078035,1.3160743704401034,1.270421050120497,1.2769314860333911,1.2478718184914566,1.3042432787250307,1.2976257858964302,1.261
2020-10-07,1.2821629456480252,1.2899500398233292,1.2720512243072046,1.280433098957155,1.2821462526114653,1.3195214562586832,1.3193335358840388,1.264
2020-10-08,1.312144038038773,1.2966242016693137,1.2730276751818936,1.281998901222708,1.312128707744582,1.3332929810003602,1.3216858282373387,1.258
2020-10-09,1.3107939058115639,1.3111807335675179,1.2746679879970433,1.283274255068459,1.3107797280098514,1.344797144431239,1.3086092641654448,1.255
2020-10-10,1.2792335517016018,1.3399201239866476,1.2783235658314795,1.2852123204444375,1.2792202400715407,1.3532956801435856,1.295349103301579,1.255
2020-10-11,1.2354180198876226,1.3659453846369733,1.284357003566302,1.2887195599786452,1.2354053411929353,1.3596400844440328,1.297838403683406,1.248
2020-10-12,1.2303617492355592,1.3773422636887231,1.2919170025299525,1.2941071033532745,1.230349752511854,1.3645861138917033,1.3180730203661737,1.246
2020-10-13,1.2715753851573741,1.3732863487159683,1.2994324052869974,1.301499729288566,1.2715642611077878,1.3696204398226692,1.3576758599900307,1.236
2020-10-14,1.316222279280095,1.375892519518651,1.305904957361504,1.3100581551146733,1.3162121017995148,1.374835123281007,1.3837629120313286,1.228
2020-10-15,1.3532386589950234,1.4009451407437847,1.3108294395943063,1.3179277558423133,1.353229433252375,1.3794630267158905,1.386648734594794,1.224
2020-10-16,1.364751746275639,1.4219299905392622,1.3136066182580264,1.3239100730792277,1.3647433575639503,1.3830783374813236,1.3656911870280433,1.211
2020-10-17,1.3474410619290775,1.4430384196281065,1.3131030805137636,1.3277502465850037,1.3474333438460577,1.3870519824362,1.340281164977049,1.2
2020-10-18,1.3000428265054984,1.4298693740300052,1.3084307678398208,1.3283333514834927,1.3000355836521176,1.38974874189087,1.309861960354167,1.187
2020-10-19,1.2958045425646159,1.3894755367828229,1.2991890425388002,1.3247990758927843,1.2957978049713943,1.3899159066566034,1.2867212272838076,1.18
2020-10-20,1.3022311803517925,1.3369439380430876,1.2860068138947938,1.3169427291151432,1.3022249317908015,1.3869783138681988,1.2651995585547149,1.17
2020-10-21,1.3048777559794589,1.2869583221689036,1.2699941826338024,1.3046541298552,1.304871964064398,1.381892994104846,1.241735290703754,1.158
2020-10-22,1.2858201840801737,1.2554892250638807,1.2521443453700105,1.2881043824702565,1.285814763718346,1.3738020750067852,1.216310325156445,1.144
2020-10-23,1.2626386765783448,1.2100485539370909,1.2328791171240632,1.2679966832448653,1.2626335702742846,1.3608178859359104,1.1965893795622065,1.136
2020-10-24,1.2154698066700127,1.1678710062705284,1.212688323871349,1.2454113556376072,1.215464910678488,1.345316719696836,1.1805283443733008,1.128
2020-10-25,1.1847531474318262,1.1272677373257498,1.192109387055117,1.2215475412118646,1.1847484338837082,1.3242240722104643,1.167321908360425,1.118
2020-10-26,1.1675132386519598,1.0852462559549003,1.1720631885781077,1.1974592293608413,1.1675086907017809,1.299548554444292,1.134923189044578,1.108
2020-10-27,1.1563404752400628,1.0557833217027215,1.1532621559198768,1.1739027812198073,1.1563360815611103,1.2723927678456963,1.1004066985097516,1.098
2020-10-28,1.1326189256644077,1.040055907820277,1.1359661298644088,1.1513708319237865,1.1326146467343599,1.244194793611833,1.0728624796815138,1.09
2020-10-29,1.1198170465349997,1.0393653192293162,1.1199584462701,1.1300418563461523,1.1198128765107398,1.2135092428699745,1.0708868482222478,1.078
2020-10-30,1.108295044826516,1.0323544299595881,1.105178356665625,1.1102554191475127,1.1082909693813374,1.1823645111855012,1.07861837654759,1.072
2020-10-31,1.0976994714125012,1.0272896269674061,1.0915761232739318,1.0921564147390141,1.0976954799903742,1.1528096202614226,1.0819890169732922,1.068
2020-11-01,1.070721731680145,1.0166426300435938,1.0793541962189914,1.0758406683246993,1.0707177842137447,1.1212895366391162,1.0721520921095062,1.059
2020-11-02,1.0597609768085665,0.9930373816677975,1.068519779876707,1.0612055955799455,1.0597570739094822,1.0953094504680265,1.049544005149396,1.052
2020-11-03,1.048987225861279,0.9836586071635265,1.0586845790252488,1.0479036897013463,1.0489833550551624,1.0719301353949724,1.0238814567270538,1.041
2020-11-04,1.0498123718750008,0.972043944731297,1.049404558157864,1.0359015926666117,1.0498085437305105,1.0510253288392437,1.014559182938619,1.043
2020-11-05,1.0486590064470103,0.9585546519219454,1.0407612986203705,1.0255063158545414,1.0486552190722305,1.032582456165636,1.0178113022633608,1.035
2020-11-06,1.0358750307719151,0.9625107774397683,1.0332059819109016,1.0166365753656077,1.0358712657178508,1.0173315892344146,1.0219438457968533,1.031
2020-11-07,1.0266273729469886,0.9661613891726252,1.0270211438156698,1.0090302640698814,1.0266236238163304,1.0057932982384896,1.0274282071147187,1.025
2020-11-08,1.010821332249042,0.9874071254819546,1.0221142723284473,1.0028793093372623,1.0108175784326767,0.9954172628967988,1.0208159503205598,1.021
2020-11-09,1.0001696551108585,1.0222072734916965,1.0180868983553906,0.9984429316736183,1.000165889799809,0.9875743705541705,1.0144575411727628,1.019
2020-11-10,1.0078733849565462,1.038019825407959,1.014751200669966,0.9958635979286883,1.0078696267607152,0.9818118270018856,1.015968791208281,1.014
2020-11-11,1.0152631876446614,1.0502224402456146,1.012259244517468,0.9949294424968264,1.015259444980433,0.9766257733824059,1.0177051642574328,1.012
2020-11-12,1.0142202687654445,1.052329478800067,1.0104946737308873,0.995314897067168,1.014216538230518,0.9740530081495948,1.018765265678526,1.013
2020-11-13,1.0182936750309042,1.0412862148956123,1.0087911548457253,0.9966723654310183,1.0182899645166903,0.9715243751498717,1.02093453902491,1.01
2020-11-14,1.0064920109142284,1.0360085319786374,1.006539461638451,0.9985839760838956,1.0064882984412147,0.9703091262255698,1.0112613663179493,1.014
2020-11-15,1.004642268075138,1.0217198724350096,1.003322789659822,1.0004995888303185,1.0046385583617972,0.969557151709756,1.0033430791015867,1.013
2020-11-16,1.0077872970260746,0.9977783971015647,0.9994428020294155,1.0019927417541086,1.007783594463704,0.9692513970357719,0.9940807150722886,1.014
2020-11-17,0.9987997994095953,0.9751629339969191,0.9955612353091775,1.0027776965955075,0.9987960888371135,0.9690222537501543,0.9792317639803146,1.012
2020-11-18,0.9865855650951184,0.9544929472319359,0.9919143093585501,1.0026650186873438,0.9865818332132675,0.9672436789772701,0.977134628516972,1.013
2020-11-19,0.9840549778404523,0.941829761407436,0.9885763163199766,1.001291333347746,0.9840512265751317,0.9663375560012663,0.989322728829352,1.013
2020-11-20,0.9722873648563323,0.937584792428136,0.9859078813453706,0.9984856158871335,0.9722835763821143,0.966208814472892,0.9998390210159052,1.019
2020-11-21,0.9802774534830331,0.9380108715904765,0.9844532860970738,0.9947852241580214,0.9802736486227549,0.9669061699946235,1.0083444704185522,1.017
2020-11-22,0.9855717306549822,0.9430036883356385,0.9849280450148897,0.9910699557069822,0.9855679127188133,0.9682325761848567,1.006151266895006,1.021
2020-11-23,0.9744823911053018,0.9554687042321888,0.9875425191424371,0.9881585752957945,0.9744785415111173,0.9707817719862859,1.0004662071515522,1.026
2020-11-24,0.9787734911342845,0.9806528492999106,0.9919524597147892,0.9868030543202183,0.9787696235583683,0.9747619235387353,1.0140899017836391,1.029
2020-11-25,0.9947255147880346,1.0022541001304097,0.9979301031247851,0.9874970443630057,0.9947216512028388,0.9796726085083127,1.040275908137644,1.032
2020-11-26,1.0092049977087725,1.0327393684357566,1.0053695366724256,0.9908230821064974,1.0092011541793744,0.9862883525422301,1.066633675981635,1.035
2020-11-27,1.0222916287850536,1.0651408450704225,1.0142480801135723,0.9973463170807056,1.0222878195098102,0.9958635381758005,1.0772131698795089,1.036
2020-11-28,1.0219278427553493,1.087681838697358,1.0243690362247126,1.0069794601417317,1.0219240586718388,1.0063160690446113,1.076037840406766,1.042
2020-11-29,1.0268593497622336,1.1216630762602326,1.0354976825734794,1.019253607412749,1.0268555984392445,1.0190271426882687,1.0794990810957712,1.043
2020-11-30,1.0443168303390427,1.1437641071594626,1.0470822784066256,1.0334745859934769,1.0443131345848078,1.034504245732668,1.0856461683426009,1.048
2020-12-01,1.0603985825121411,1.1532256074996916,1.058312932510798,1.0489141376266324,1.06039495631047,1.0501227286105155,1.091855812065753,1.046
2020-12-02,1.076401740872702,1.1625756100675104,1.0682929851353815,1.0648325878002314,1.0763981990183846,1.0670740332333875,1.1098456453092165,1.049
2020-12-03,1.0870613024500517,1.1604222203443215,1.0762312426183138,1.0801655740911993,1.0870578491256728,1.0837581026111884,1.1312373761832712,1.046
2020-12-04,1.0996708045890053,1.1542901912089698,1.0816447977130998,1.0935953000396705,1.0996674495102363,1.1003993527198297,1.1368738660867137,1.049
2020-12-05,1.1061907429558715,1.1461800653175316,1.0849607575698699,1.1040645256591455,1.1061874841970256,1.115813459189026,1.1217267875203545,1.053
2020-12-06,1.0920728965135356,1.1293046050780098,1.0868871937933822,1.1111254148065473,1.0920697068797485,1.1296385560979874,1.0954302815919843,1.052
2020-12-07,1.0849013055624226,1.108486537659466,1.0875169934463764,1.1147481242690689,1.0848981806522537,1.1400002120342632,1.0744218627227209,1.051
2020-12-08,1.089489964815779,1.0886010296339932,1.0863957791673378,1.1148461661125812,1.0894869111550263,1.1467547410922183,1.0585216037957914,1.048
2020-12-09,1.0905562757176646,1.0668354713882218,1.0832174040505729,1.1113692142163734,1.0905532905848678,1.1478178602315885,1.0629219844845696,1.047
2020-12-10,1.0862478229743504,1.0540890442182038,1.0782758437100097,1.1046303486247924,1.0862448995127232,1.145548133770497,1.0862472074647171,1.042
2020-12-11,1.078843718213284,1.0397639723360288,1.0720596853280073,1.0951688285498251,1.0788408477931883,1.1391109614399446,1.0910352027195374,1.04
2020-12-12,1.0657833699477945,1.0255162961960838,1.0635560807610074,1.083610028400923,1.0657805385997998,1.124059316299201,1.0674946760104853,1.04
2020-12-13,1.0575031488158306,1.0113423644602026,1.0509732488768462,1.0698585987511553,1.0575003519630384,1.104424384605934,1.034178751398851,1.035
2020-12-14,1.049813235099427,0.9922502075837254,1.0336965814116044,1.0535693344208719,1.0498104665126733,1.0819858536160485,0.9918601603841922,1.029
2020-12-15,1.0502757716245459,0.974703611800386,1.0127573769932687,1.0350850682620856,1.0502730356512142,1.0541380991991152,0.9383714861293468,1.024
2020-12-16,1.0529215664964464,0.9601771180461952,0.9900275746721712,1.0156896228978063,1.0529188659732815,1.0241682602660647,0.8901550850435476,1.014
2020-12-17,0.9774364898110552,0.9365435401842861,0.9675556334608991,0.9958545354252438,0.9774337357567808,0.9924940534896203,0.8304679092719558,1.008
2020-12-18,0.8879969255962716,0.909199209669921,0.9468027982906403,0.9759500650983781,0.8879940464788523,0.9620462212695287,0.819390037193002,1.001
2020-12-19,0.8580429468558707,0.8813556325578106,0.9282950144849171,0.9575276150832458,0.8580399314321859,0.9327832544302093,0.8710968500518955,0.996
2020-12-20,0.8703650200542602,0.850099161310363,0.9127153023571877,0.9414695662552858,0.8703618876302398,0.9061562519081481,0.9437878127624802,0.992
2020-12-21,0.8740407470621852,0.825761447103515,0.9014701973088987,0.9281047084053007,0.8740375011154783,0.8832637534486896,0.9954739883284944,0.983
2020-12-22,0.8943489066833201,0.8296634815122559,0.8961408058001014,0.9176814835135337,0.8943455777570088,0.865833555416152,1.0131973684678504,0.977
2020-12-23,0.8999593357683942,0.855261134401808,0.8972515636473241,0.9097146541517735,0.8999559228549602,0.852692023575317,0.97846921900479,0.969
2020-12-24,0.9115477336030567,0.8939638816667838,0.9030843812673861,0.9046053873257156,0.9115442521602871,0.8468204410316142,0.9010330518678716,0.959
2020-12-25,0.9109490497217114,0.9336718336427554,0.9105307155507878,0.9032344687252221,0.9109454910793222,0.846870981565959,0.8655232999891604,0.953
2020-12-26,0.9198852575475007,0.9474904664689342,0.9201992774107722,0.9048147942213507,0.9198816344235743,0.8518131604857675,0.9206811011358688,0.946
2020-12-27,0.9305180694286935,0.946533554318594,0.9337129148575788,0.9091688456973421,0.9305143907953757,0.8627154005497575,1.0113960378886366,0.938
2020-12-28,0.9345867253948433,0.9524052821883352,0.9513738329156857,0.9169298144153316,0.9345829918762907,0.8788895078845337,1.091583034715714,0.932
2020-12-29,0.9489809443523664,0.9660610900379317,0.9713681106687186,0.9277907350003919,0.9489771756093496,0.8991746119904007,1.1458469784980942,0.925
2020-12-30,0.9339482836658517,0.979372138971778,0.9908586239894875,0.9405592491025834,0.9339444461915285,0.9229001492973796,1.131327596599371,0.917
2020-12-31,0.9994974910552314,0.9865948642554492,1.0074229496381861,0.9535128535508259,0.9994936992300396,0.9471023952695325,1.1167461421742704,0.911
2021-01-01,1.1108059787866895,0.9907233937193084,1.0203104060404489,0.9645540072436078,1.110802371528516,0.9715253262564549,1.089499218368613,0.907
2021-01-02,1.1248922578554659,0.9982475718123579,1.0275675067181815,0.9720095081114601,1.1248887887635917,0.9925740942143628,1.0342561134636812,0.904
2021-01-03,1.0810738314950767,1.0112492943247102,1.0279346384822132,0.9754860446325718,1.0810704237963142,1.011003500087082,0.9913916330955383,0.899
2021-01-04,1.0507943729229854,1.0229384679782336,1.0209194657578613,0.9749231550115562,1.0507909979542984,1.0255096940598099,0.9615696485516936,0.899
2021-01-05,1.0030189489409413,0.9949933772627686,1.007272213226429,0.9707825766964462,1.0030155457300227,1.0328934945658426,0.9288767267183546,0.893
2021-01-06,0.9772601996052155,0.9589443786590264,0.9888011772801234,0.9639180491740312,0.9772567557038913,1.0338824512753364,0.9196111134283076,0.894
2021-01-07,0.9454787138001252,0.9119098245585229,0.9685487666109182,0.9550421367508275,0.9454751930858399,1.0288219462900898,0.9195521182617435,0.891
2021-01-08,0.916133160518983,0.8766593010884688,0.9494262455874983,0.9453243798523114,0.9161295367465506,1.016934600429217,0.9211034330367114,0.89
2021-01-09,0.9150271554868188,0.8758037508372405,0.932865546656291,0.9360370457237798,0.9150234399794037,0.9989319682445317,0.915636858301118,0.885
2021-01-10,0.9230998673554892,0.8843400544017961,0.9192344314165815,0.9275913785535446,0.9230960729990313,0.979063877897661,0.9050285830105615,0.886
2021-01-11,0.9076904269282411,0.903922504208792,0.9087737509439715,0.9204350766573868,0.9076865284152758,0.9557805501521326,0.8923989954195122,0.887
2021-01-12,0.8957137913967345,0.9244018334749204,0.9013308808630517,0.9149053680494577,0.8957097780142527,0.933391515036772,0.887761964826541,0.887
2021-01-13,0.8821968037855737,0.9282832724700304,0.8965672406629478,0.9112460710836591,0.8821926543881546,0.9110444785897959,0.8924947382660812,0.889
2021-01-14,0.8782487199814881,0.9352120377693802,0.8936130909011856,0.9101432190070673,0.8782444319640388,0.8908777259522265,0.9040293703448,0.887
2021-01-15,0.8778537997455569,0.940162342512823,0.8912708865725347,0.9109640734965886,0.8778493709438998,0.8733330407527187,0.9104051260999572,0.89
2021-01-16,0.8888385771645844,0.9400632189131598,0.889255046020228,0.9126434206627516,0.8888340263764605,0.8584250401268572,0.909018098930245,0.886
2021-01-17,0.8989361938157298,0.9399097874443895,0.887541546328373,0.9147449863410962,0.8989315322317396,0.8479701149293278,0.898792651464575,0.892
2021-01-18,0.8978637628058375,0.9329477113264283,0.8860703183577783,0.9166652188467962,0.8978589819641081,0.8404744722218747,0.8897369765663419,0.891
2021-01-19,0.890416806802275,0.9284299289172325,0.8850264826697665,0.9180267594755257,0.8904118898116107,0.835309226207106,0.8942438282314459,0.893
2021-01-20,0.87762685837896115,0.9191178050405002,0.8845674943664953,0.9188260383483591,0.8776217780972603,0.833069245327169,0.8931197235917667,0.892
